task_id,gt_category,gt_rule_id,gt_function,objective_score,patch_commit,patch_available,patch_status,patch_url,patch_cache_path,patch_bytes,patch_sha256,patch_error,api_terms,protection_terms,vuln_terms,api_parent_hits,vuln_parent_hits,upstream_protection_hits,added_protection_hits,removed_protection_hits,parent_exposure_signal,upstream_protection_signal,directional_gain,oracle_validated
CVE-2021-21611,XSS (Cross-Site Scripting),com.gargoylesoftware.htmlunit.html.HtmlPage.executeJavaScript:com.gargoylesoftware.htmlunit.ScriptResult(java.lang.String),executeJavaScript,12.25,https://github.com/jenkinsci/jenkins/commit/8c451b08886561a914ef0c30cbb9d40ea33a9bbe,True,cached,https://github.com/jenkinsci/jenkins/commit/8c451b08886561a914ef0c30cbb9d40ea33a9bbe.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/8c451b08886561a914ef0c30cbb9d40ea33a9bbe.patch_304d3f63e4e4459d.patch,32172,8a745985668138379ff0ca733941a5afab96d6a28747d55c5ef2d7c5cec52c25,,execute;gargoylesoftware;html;htmlunit;page;result;script,encode;escape;html;safe;sanitize;script;validate;xss,encode;escape;external;html;htmlunit;page;sanitize;script;xss,2,2,5,5,1,True,True,True,True
CVE-2021-21690,Path Travelsal,java.io.File.<init>:void(java.lang.String),<init>,12.25,https://github.com/jenkinsci/jenkins/commit/63cde2daadc705edf086f2213b48c8c547f98358,False,fetch_failed,https://github.com/jenkinsci/jenkins/commit/63cde2daadc705edf086f2213b48c8c547f98358.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/63cde2daadc705edf086f2213b48c8c547f98358.patch_6dec00f4a56bc12c.patch,0,,TimeoutError: The read operation timed out,file;init,base;canonical;directory;normalize;path;realpath;startswith;traversal,canonical;directory;escape;file;normalize;path;realpath;startswith;traversal;validation,0,0,0,0,0,False,False,False,False
CVE-2021-21692,Path Travelsal,java.io.File.<init>:void(java.lang.String),<init>,12.25,https://github.com/jenkinsci/jenkins/commit/104c751d907919dd53f5090f84d53c671a66457b,True,downloaded,https://github.com/jenkinsci/jenkins/commit/104c751d907919dd53f5090f84d53c671a66457b.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/104c751d907919dd53f5090f84d53c671a66457b.patch_8e6e03e7a25b433c.patch,4338,155243ca71ab6ce2e1eb0344f6e0fd02c2d854b1b762d02d4b221d40617c9f26,,file;init,base;canonical;directory;normalize;path;realpath;startswith;traversal,canonical;directory;escape;file;normalize;path;realpath;startswith;traversal;validation,1,3,1,1,1,True,True,False,False
CVE-2021-23463,XXE (Improper Restriction of XML External Entity Reference),javax.xml.parsers.DocumentBuilder.parse:org.w3c.dom.Document(java.io.InputStream),parse,13.25,https://github.com/apache/nifi/commit/7f0416ee8bdcee95e28409cc6fae9c1394c2a798,True,cached,https://github.com/apache/nifi/commit/7f0416ee8bdcee95e28409cc6fae9c1394c2a798.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/7f0416ee8bdcee95e28409cc6fae9c1394c2a798.patch_70b87a24877bafc4.patch,79992,92dffc5c557e6d199c263de4a9d8575772646a33e48af8e00673e2bf06f75a12,,builder;document;input;javax;parse;parsers;stream,doctype;entity;external;xml;xxe,doctype;entity;external;input;stream;xml;xxe,7,7,5,5,3,True,True,True,True
CVE-2021-25642,Deserialization of Untrusted Data,java.io.ObjectInputStream.readObject:java.lang.Object(),readObject,12.25,https://github.com/apache/hadoop/commit/5e2f4339fadc88f20543915fc9b0aaeaf4f9e7bf,True,downloaded,https://github.com/apache/hadoop/commit/5e2f4339fadc88f20543915fc9b0aaeaf4f9e7bf.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/5e2f4339fadc88f20543915fc9b0aaeaf4f9e7bf.patch_10a7f69dd9b4dde9.patch,9312,6279c4997375ae689daa9478d4f8a53c50664218a6f27ca6c414f3e16aeb31bf,,input;read;stream,allowlist;deserialize;pickle;serialization,deserialize;pickle;serialization;stream,3,2,2,1,0,True,True,True,True
CVE-2021-29506,Resource Exhaustion (Denial of Service),"com.graphhopper.navigation.NavigateResource.getPointsFromRequest:java.util.List(javax.servlet.http.HttpServletRequest,java.lang.String)",getPointsFromRequest,12.25,https://github.com/graphhopper/graphhopper/commit/eb189be1fa7443ebf4ae881e737a18f818c95f41,True,downloaded,https://github.com/graphhopper/graphhopper/commit/eb189be1fa7443ebf4ae881e737a18f818c95f41.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/eb189be1fa7443ebf4ae881e737a18f818c95f41.patch_5d93e0c60ba65a0e.patch,1773,ae710e6f827f21060c9c6a8649fe73cac2f90fbe36c0f861a21270e21ee29b08,,graphhopper;http;javax;list;navigate;navigation;points;request;resource;servlet,reject;startswith,http;navigate;request,9,3,1,1,0,True,True,True,True
CVE-2021-32769,Path Travelsal,java.lang.ClassLoader.getResourceAsStream:java.io.InputStream(java.lang.String),getResourceAsStream,13.25,https://github.com/micronaut-projects/micronaut-core/commit/a0cfeb13bf1ef5d692d16d4a3b91b34b7456bb11,True,downloaded,https://github.com/micronaut-projects/micronaut-core/commit/a0cfeb13bf1ef5d692d16d4a3b91b34b7456bb11.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/a0cfeb13bf1ef5d692d16d4a3b91b34b7456bb11.patch_23c8a3ac2c573ead.patch,21318,1218f282857ba3d44b0ee6f1e6fbfd57c984c869eb4bcbb150884b4daba13b99,,class;input;loader;resource;stream,base;canonical;directory;normalize;path;realpath;reject;sanitize;startswith;traversal;verify,canonical;directory;input;normalize;path;realpath;resource;startswith;traversal,5,5,6,6,4,True,True,True,True
CVE-2021-33036,Path Travelsal,org.apache.hadoop.util.curator.ZKCuratorManager.create:boolean(java.lang.String),create,13.25,https://github.com/apache/hadoop/commit/227d64ab59e8aa6477769b2542ad0cd7a6d855cb,True,downloaded,https://github.com/apache/hadoop/commit/227d64ab59e8aa6477769b2542ad0cd7a6d855cb.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/227d64ab59e8aa6477769b2542ad0cd7a6d855cb.patch_f38ae86c71d1ed38.patch,2251,5987976f3bfc261c1dfd6afb4d663564e154441e9b26758fc62b49fd434a02f8,,apache;boolean;create;curator;hadoop;manager;zkcurator,base;canonical;directory;normalize;path;realpath;startswith;traversal;validation,base;canonical;create;directory;normalize;path;realpath;startswith;traversal,2,2,1,1,1,True,True,False,False
CVE-2021-3312,XXE (Improper Restriction of XML External Entity Reference),org.opencms.util.CmsFileUtil.readFully:byte[](java.io.InputStream),readFully,12.25,https://github.com/alkacon/opencms-core/commit/92e035423aa6967822d343e54392d4291648c0ee,True,downloaded,https://github.com/alkacon/opencms-core/commit/92e035423aa6967822d343e54392d4291648c0ee.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/92e035423aa6967822d343e54392d4291648c0ee.patch_cd19a7abb06c2207.patch,2649,8d68ff60ee977e74cea07fd438b63573e9fe3afb08ed0e3dc6920c450ab37b5a,,byte;file;fully;input;opencms;read;stream,doctype;entity;external;sanitize;validate;xml;xxe,doctype;entity;external;file;input;stream;xml;xxe,6,6,2,2,1,True,True,True,True
CVE-2021-33561,XSS (Cross-Site Scripting),"javax.servlet.ServletRequest.setAttribute:void(java.lang.String,java.lang.Object)",setAttribute,12.25,https://github.com/shopizer-ecommerce/shopizer/commit/197f8c78c8f673b957e41ca2c823afc654c19271,True,downloaded,https://github.com/shopizer-ecommerce/shopizer/commit/197f8c78c8f673b957e41ca2c823afc654c19271.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/197f8c78c8f673b957e41ca2c823afc654c19271.patch_384c53c2ce67e9dd.patch,19799,35c794d52dd8b7f7e10a5ea43888ecae44c166c104c9280cc3ef09b979fcb6a1,,attribute;javax;request;servlet,encode;escape;html;sanitize;script;validation;xss,attribute;encode;escape;html;request;sanitize;script;xss,4,4,4,4,1,True,True,True,True
CVE-2021-33562,XSS (Cross-Site Scripting),"javax.servlet.ServletRequest.setAttribute:void(java.lang.String,java.lang.Object)",setAttribute,13.25,https://github.com/shopizer-ecommerce/shopizer/commit/197f8c78c8f673b957e41ca2c823afc654c19271,True,cached,https://github.com/shopizer-ecommerce/shopizer/commit/197f8c78c8f673b957e41ca2c823afc654c19271.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/197f8c78c8f673b957e41ca2c823afc654c19271.patch_384c53c2ce67e9dd.patch,19799,35c794d52dd8b7f7e10a5ea43888ecae44c166c104c9280cc3ef09b979fcb6a1,,attribute;javax;request;servlet,encode;escape;html;sanitize;script;xss,attribute;encode;escape;html;sanitize;script;xss,4,3,4,4,1,True,True,True,True
CVE-2021-37137,Resource Exhaustion (Denial of Service),"io.netty.handler.codec.compression.SnappyFrameDecoder.decode:void(io.netty.channel.ChannelHandlerContext,io.netty.buffer.ByteBuf,java.util.List)",decode,10.25,https://github.com/netty/netty/commit/6da4956b31023ae967451e1d94ff51a746a9194f,False,fetch_failed,https://github.com/netty/netty/commit/6da4956b31023ae967451e1d94ff51a746a9194f.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/6da4956b31023ae967451e1d94ff51a746a9194f.patch_cfa7b242bc32575b.patch,0,,TimeoutError: The read operation timed out,buffer;byte;channel;codec;compression;context;decode;decoder;frame;handler;list;netty;snappy,reject,buffer;compression;decode;decoder;snappy;validation,0,0,0,0,0,False,False,False,False
CVE-2021-3856,Path Travelsal,java.lang.ClassLoader.getResourceAsStream:java.io.InputStream(java.lang.String),getResourceAsStream,12.25,https://github.com/keycloak/keycloak/commit/73f0474008e1bebd0733e62a22aceda9e5de6743,True,downloaded,https://github.com/keycloak/keycloak/commit/73f0474008e1bebd0733e62a22aceda9e5de6743.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/73f0474008e1bebd0733e62a22aceda9e5de6743.patch_cfb0bfa154dcc17f.patch,4155,662bc972015846e3ad669c1d2a0e47c489fb883fec3727a2af4f9a92557e86d3,,class;input;loader;resource;stream,canonical;directory;normalize;path;realpath;startswith;traversal;validation,canonical;directory;input;normalize;path;realpath;resource;startswith;traversal,5,3,3,3,1,True,True,True,True
CVE-2021-4178,Deserialization of Untrusted Data,org.yaml.snakeyaml.Yaml.load:java.lang.Object(java.io.InputStream),load,12.25,https://github.com/fabric8io/kubernetes-client/commit/445103004d1ed3153d5abb272473451d05891e39,True,downloaded,https://github.com/fabric8io/kubernetes-client/commit/445103004d1ed3153d5abb272473451d05891e39.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/445103004d1ed3153d5abb272473451d05891e39.patch_9accfb719d31b170.patch,1559,360c18ed458722c8d1b6b7878a87746cf46f255d102a17e4a1c61f802e6dc8a2,,input;load;snakeyaml;stream;yaml,allowlist;deserialize;pickle;safe;serialization;validation,deserialize;pickle;serialization;snakeyaml;yaml,5,3,2,1,0,True,True,True,True
CVE-2021-43859,Resource Exhaustion (Denial of Service),"com.thoughtworks.xstream.XStream.unmarshal:java.lang.Object(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder)",unmarshal,12.25,https://github.com/x-stream/xstream/commit/e8e88621ba1c85ac3b8620337dd672e0c0c3a846,True,downloaded,https://github.com/x-stream/xstream/commit/e8e88621ba1c85ac3b8620337dd672e0c0c3a846.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/e8e88621ba1c85ac3b8620337dd672e0c0c3a846.patch_14873bda5656a18a.patch,39777,fd8015954ae2eb5a4ac4d35c93b433c8a9d93eafb8ea06633c6607d4f4eda5d6,,converters;data;hierarchical;holder;reader;stream;thoughtworks;unmarshal;xstream,,validation,9,1,0,0,0,True,False,False,False
CVE-2021-44228,Expression Language Injection (JNDI Injection),javax.naming.directory.DirContext.lookup:java.lang.Object(java.lang.String),lookup,12.25,https://github.com/apache/logging-log4j2/commit/c77b3cb39312b83b053d23a2158b99ac7de44dd3,True,downloaded,https://github.com/apache/logging-log4j2/commit/c77b3cb39312b83b053d23a2158b99ac7de44dd3.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/c77b3cb39312b83b053d23a2158b99ac7de44dd3.patch_1c13921c95557495.patch,32662,2b8ee54196f77a00ed3fdc3155965c3eee55c18d5969dddee1d4ca5d480bf87a,,context;directory;javax;lookup;naming,base;reject;safe;validation,directory;javax;lookup;naming,4,3,0,0,0,True,False,False,False
CVE-2022-0219,XXE (Improper Restriction of XML External Entity Reference),javax.xml.parsers.DocumentBuilder.parse:org.w3c.dom.Document(org.xml.sax.InputSource),parse,11.25,https://github.com/skylot/jadx/commit/d22db30166e7cb369d72be41382bb63ac8b81c52,True,downloaded,https://github.com/skylot/jadx/commit/d22db30166e7cb369d72be41382bb63ac8b81c52.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/d22db30166e7cb369d72be41382bb63ac8b81c52.patch_58366dc44d87a249.patch,1554,2b800ec7c5f83f1aaca6e13c32954c15835023f6b7821ec7b871583a6368130e,,builder;document;input;javax;parse;parsers;source,doctype;entity;external;xml;xxe,doctype;entity;external;parse;xml;xxe,7,2,1,1,1,True,True,False,False
CVE-2022-0265,XXE (Improper Restriction of XML External Entity Reference),javax.xml.parsers.DocumentBuilder.parse:org.w3c.dom.Document(java.io.InputStream),parse,13.25,https://github.com/hazelcast/hazelcast/commit/4d6b666cd0291abd618c3b95cdbb51aa4208e748,True,downloaded,https://github.com/hazelcast/hazelcast/commit/4d6b666cd0291abd618c3b95cdbb51aa4208e748.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/4d6b666cd0291abd618c3b95cdbb51aa4208e748.patch_6e3b89e075beaeb6.patch,19300,9e10a29af66e97fe759ece8121e60face3156d2bb22dbde3ed0f54857a0a8d9c,,builder;document;input;javax;parse;parsers;stream,doctype;entity;external;xml;xxe,doctype;entity;external;input;stream;xml;xxe,7,7,5,5,5,True,True,False,False
CVE-2022-1274,XSS (Cross-Site Scripting),"org.keycloak.forms.login.LoginFormsProvider.setAttribute:org.keycloak.forms.login.LoginFormsProvider(java.lang.String,java.lang.Object)",setAttribute,12.25,https://github.com/keycloak/keycloak/commit/fc3c61235fa30132123c17ed8702ff7b3a672fe9,True,downloaded,https://github.com/keycloak/keycloak/commit/fc3c61235fa30132123c17ed8702ff7b3a672fe9.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/fc3c61235fa30132123c17ed8702ff7b3a672fe9.patch_1beeb5e4afa7011d.patch,15638,48d24ef3845298f6174ab9154ff2031e87479d5f06d22b7527366c136942d4be,,attribute;forms;keycloak;login;provider,encode;escape;html;sanitize;script;xss,attribute;encode;escape;html;sanitize;script;xss,4,0,1,1,0,True,True,True,True
CVE-2022-1782,XSS (Cross-Site Scripting),"com.erudika.para.core.utils.Utils.compileMustache:java.lang.String(java.util.Map,java.lang.String)",compileMustache,13.25,https://github.com/erudika/para/commit/9d844f31333475a0394dd14b901ea50674b281f8,True,downloaded,https://github.com/erudika/para/commit/9d844f31333475a0394dd14b901ea50674b281f8.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/9d844f31333475a0394dd14b901ea50674b281f8.patch_46c44e8564c1fd20.patch,3525,dbd7b7d864e6fa571b3f022161da37abbc94e09c58dbd84dc94840a8a586bd6a,,compile;core;erudika;mustache;para;utils,encode;escape;html;sanitize;script;xss,encode;escape;html;sanitize;script;xss,6,2,2,2,2,True,True,False,False
CVE-2022-23532,Path Travelsal,java.io.File.<init>:void(java.lang.String),<init>,12.25,https://github.com/neo4j-contrib/neo4j-apoc-procedures/commit/01e63ed2d187cd2a8aa1d78bf831ef0fdd69b522,False,fetch_failed,https://github.com/neo4j-contrib/neo4j-apoc-procedures/commit/01e63ed2d187cd2a8aa1d78bf831ef0fdd69b522.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/01e63ed2d187cd2a8aa1d78bf831ef0fdd69b522.patch_3c5b0e27a38f87e5.patch,0,,TimeoutError: The read operation timed out,file;init,base;canonical;directory;normalize;path;realpath;startswith;traversal,canonical;directory;escape;file;normalize;path;realpath;startswith;traversal;validation,0,0,0,0,0,False,False,False,False
CVE-2022-24847,Expression Language Injection (JNDI Injection),javax.naming.Context.lookup:java.lang.Object(java.lang.String),lookup,13.25,https://github.com/geoserver/geoserver/commit/b94a69943992df999d627b21a4ed056fad4569f8,False,fetch_failed,https://github.com/geoserver/geoserver/commit/b94a69943992df999d627b21a4ed056fad4569f8.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/b94a69943992df999d627b21a4ed056fad4569f8.patch_0a703368f33cbe57.patch,0,,TimeoutError: The read operation timed out,context;javax;lookup;naming,allowlist;validation,lookup;validation,0,0,0,0,0,False,False,False,False
CVE-2022-25845,Deserialization of Untrusted Data,"com.alibaba.fastjson.util.TypeUtils.loadClass:java.lang.Class(java.lang.String,java.lang.ClassLoader,boolean)",loadClass,11.25,https://github.com/alibaba/fastjson/commit/35db4adad70c32089542f23c272def1ad920a60d,True,downloaded,https://github.com/alibaba/fastjson/commit/35db4adad70c32089542f23c272def1ad920a60d.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/35db4adad70c32089542f23c272def1ad920a60d.patch_e3b0d5d9faf563f2.patch,7480,1f11a27be47f9905b40a78817b9d39086074bae7aafa57382d7870d2e225260e,,alibaba;boolean;class;fastjson;load;loader;utils,allowlist;block;deserialize;pickle;safe;serialization,class;deserialize;fastjson;pickle;serialization,3,3,1,0,0,True,False,False,False
CVE-2022-29253,Path Travelsal,java.lang.ClassLoader.getResource:java.net.URL(java.lang.String),getResource,12.25,https://github.com/xwiki/xwiki-platform/commit/4917c8f355717bb636d763844528b1fe0f95e8e2,True,downloaded,https://github.com/xwiki/xwiki-platform/commit/4917c8f355717bb636d763844528b1fe0f95e8e2.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/4917c8f355717bb636d763844528b1fe0f95e8e2.patch_404ef1a1c33b18c6.patch,3565,c38260013fe782df829abd9eb43caae923f96c2cc2ed4b4288cf14113a994f09,,class;loader;resource,allowlist;base;canonical;directory;normalize;path;realpath;startswith;traversal;verify,canonical;directory;escape;loader;normalize;path;realpath;resource;startswith;traversal,3,6,4,4,1,True,True,True,True
CVE-2022-31192,XSS (Cross-Site Scripting),"org.dspace.app.webui.util.JSPManager.showJSP:void(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String)",showJSP,13.25,https://github.com/DSpace/DSpace/commit/28eb8158210d41168a62ed5f9e044f754513bc37,True,downloaded,https://github.com/DSpace/DSpace/commit/28eb8158210d41168a62ed5f9e044f754513bc37.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/28eb8158210d41168a62ed5f9e044f754513bc37.patch_1d61f268a6d25196.patch,4205,0c616c22ac8a6ad08e2bc8d6db62865df54cb221d0b9445a6858c93f1d56734b,,dspace;http;javax;jspmanager;request;response;servlet;show;webui,encode;escape;html;safe;sanitize;script;validation;xss,encode;escape;html;http;request;response;sanitize;script;xss,4,1,2,2,0,True,True,True,True
CVE-2022-31194,Path Travelsal,java.io.File.<init>:void(java.lang.String),<init>,13.25,https://github.com/DSpace/DSpace/commit/7569c6374aefeafb996e202cf8d631020eda5f24,True,downloaded,https://github.com/DSpace/DSpace/commit/7569c6374aefeafb996e202cf8d631020eda5f24.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/7569c6374aefeafb996e202cf8d631020eda5f24.patch_d132a2335cf786fc.patch,8284,d5ded5a2e24022e28abac4f29114cb3d4960b804e58bc70911c9afe76ef3fd30,,file;init,base;canonical;directory;normalize;path;realpath;startswith;traversal,canonical;directory;escape;file;normalize;path;realpath;startswith;traversal;validation,1,3,5,5,0,True,True,True,True
CVE-2022-31195,Path Travelsal,java.io.File.<init>:void(java.lang.String),<init>,13.25,https://github.com/DSpace/DSpace/commit/56e76049185bbd87c994128a9d77735ad7af0199,True,downloaded,https://github.com/DSpace/DSpace/commit/56e76049185bbd87c994128a9d77735ad7af0199.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/56e76049185bbd87c994128a9d77735ad7af0199.patch_d25b946790d42ed3.patch,4896,f995189b14e6d4e9e06888d3556d4bdf2ba1428675c882b4a6f8d9cb7be0c305,,file;init,base;canonical;directory;normalize;path;realpath;startswith;traversal,canonical;directory;escape;file;normalize;path;realpath;startswith;traversal;validation,1,3,5,5,0,True,True,True,True
CVE-2022-31197,SQL Injection,java.sql.PreparedStatement.executeQuery:java.sql.ResultSet(),executeQuery,13.25,https://github.com/pgjdbc/pgjdbc/commit/739e599d52ad80f8dcd6efedc6157859b1a9d637,True,downloaded,https://github.com/pgjdbc/pgjdbc/commit/739e599d52ad80f8dcd6efedc6157859b1a9d637.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/739e599d52ad80f8dcd6efedc6157859b1a9d637.patch_abb9869a034c97d2.patch,4896,4d5fd818f72cd21225959c782b958e300e76b8026fb173a65bf850fd13ecd49d,,execute;prepared;query;result;statement,,authentication;query,1,0,0,0,0,True,False,False,False
CVE-2022-34170,XSS (Cross-Site Scripting),"com.gargoylesoftware.htmlunit.html.HtmlPage.executeJavaScript:com.gargoylesoftware.htmlunit.ScriptResult(java.lang.String,java.lang.String,int)",executeJavaScript,12.25,https://github.com/jenkinsci/jenkins/commit/f71495a63f8b861e8ca3a5fcf5cc931fce55bc57,True,downloaded,https://github.com/jenkinsci/jenkins/commit/f71495a63f8b861e8ca3a5fcf5cc931fce55bc57.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/f71495a63f8b861e8ca3a5fcf5cc931fce55bc57.patch_59b72d23a3192753.patch,5654,c2a18b22a31c8e29d9a26e6bf113bc7b9bd8985aed885719c8d9e607189c1b64,,execute;gargoylesoftware;html;htmlunit;page;result;script,encode;escape;html;sanitize;script;validation;xss,encode;escape;html;sanitize;script;xss,0,0,4,4,0,False,True,True,False
CVE-2022-34271,Path Travelsal,"java.nio.file.Files.write:java.nio.file.Path(java.nio.file.Path,byte[],java.nio.file.OpenOption[])",write,11.25,https://github.com/apache/atlas/commit/3415913d252597c24c6b5d19d315375a49e64152,True,downloaded,https://github.com/apache/atlas/commit/3415913d252597c24c6b5d19d315375a49e64152.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/3415913d252597c24c6b5d19d315375a49e64152.patch_f9eb667e65a967aa.patch,6365,f1253f01b7695d257986357e352f0d7706f3b3921d3f0fa41ca84ae0f3df739f,,byte;file;files;open;option;path;write,authorization;base;canonical;directory;limit;normalize;path;realpath;reject;startswith;symlink;traversal;validate,base;canonical;directory;file;files;normalize;path;realpath;startswith;traversal;write,5,6,3,3,2,True,True,True,True
CVE-2022-34916,Expression Language Injection (JNDI Injection),javax.naming.InitialContext.lookup:java.lang.Object(java.lang.String),lookup,12.25,https://github.com/apache/logging-flume/commit/7fe9af49c485756e1b618493a5bc00b70d7fbd2d,True,downloaded,https://github.com/apache/logging-flume/commit/7fe9af49c485756e1b618493a5bc00b70d7fbd2d.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/7fe9af49c485756e1b618493a5bc00b70d7fbd2d.patch_29b4aa5d909375e5.patch,4402,0bde40260eaa4dd69021e934a7200566b461a67ec5fa7d568ab4028337f873c9,,context;initial;javax;lookup;naming,validation,lookup,5,1,0,0,0,True,False,False,False
CVE-2022-37423,Path Travelsal,"java.io.File.<init>:void(java.io.File,java.lang.String)",<init>,12.25,https://github.com/neo4j-contrib/neo4j-apoc-procedures/commit/d2f415c6f703bbc2cda4a753928821ff15d5c620,True,downloaded,https://github.com/neo4j-contrib/neo4j-apoc-procedures/commit/d2f415c6f703bbc2cda4a753928821ff15d5c620.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/d2f415c6f703bbc2cda4a753928821ff15d5c620.patch_c1b3fe70ab7f51d0.patch,2603,7ff231cb9244cd744b1606fde26f80b15f5cfb6f3863315998f1d25f570a127b,,file;init,base;canonical;directory;normalize;path;realpath;startswith;traversal;validation,base;canonical;directory;file;normalize;path;realpath;safe;startswith;traversal,1,5,4,3,3,True,True,False,False
CVE-2022-4065,Path Travelsal,"java.io.File.<init>:void(java.io.File,java.lang.String)",<init>,13.25,https://github.com/cbeust/testng/commit/47afa2c8a29e2cf925238af1ad7c76fba282793f,False,fetch_failed,https://github.com/cbeust/testng/commit/47afa2c8a29e2cf925238af1ad7c76fba282793f.patch,/root/mddc/artifacts/patch_cache/lxxvii_asr_patch_differential/47afa2c8a29e2cf925238af1ad7c76fba282793f.patch_cd7121e4c1b7dddc.patch,0,,TimeoutError: The read operation timed out,file;init,base;canonical;directory;normalize;path;realpath;startswith;traversal;validation,base;canonical;directory;file;normalize;path;realpath;safe;startswith;traversal,0,0,0,0,0,False,False,False,False
